id,Name,Address,Location,Postal_code,Starred
887,TEMPURA MATSUI, 222E 39TH ST,MANHATTAN,10016,FALSE
888,HANA SUSHI, 2117 AVENUE,MANHATTAN,10011,FALSE
889,GOOD RESTAURANT, 89GREENWICH AVENUE,MANHATTAN,10014,FALSE
890,JACK'S SLIDERS AND SUSHI, 1713 AVENUE,MANHATTAN,10003,FALSE
891,SERAFINA, 210WEST   55 STREET,MANHATTAN,10019,FALSE
892,GINA LA FORNARINA, 1016LEXINGTON AVE,MANHATTAN,10021,FALSE
894,THE YORK SOCIAL, 1529YORK AVE,MANHATTAN,10028,FALSE
895,KO SUSHI, 13292 AVENUE,MANHATTAN,10021,FALSE
896,KOPI KOPI, 68WEST    3 STREET,MANHATTAN,10012,FALSE
898,MIYAKO SUSHI, 642AMSTERDAM AVE,MANHATTAN,10025,FALSE
899,GUY & GALLARD 8, 180MADISON AVENUE,MANHATTAN,10016,FALSE
900,GENA'S GRILL, 2101 AVENUE,MANHATTAN,10009,FALSE
901,EMPIRE KITCHEN, 563AW 207TH ST,MANHATTAN,10034,FALSE
902,MIDO, 612AMSTERDAM AVE,MANHATTAN,10024,FALSE
904,STAR LITE DELI, 212WEST   44 STREET,MANHATTAN,10036,FALSE
905,EVERYDAY GOURMET DELI, 369LEXINGTON AVENUE,MANHATTAN,10017,FALSE
906,T & R PIZZA, 411AMSTERDAM AVENUE,MANHATTAN,10024,FALSE
907,SUBWAY, 111BROADWAY,MANHATTAN,10006,FALSE
908,FRAUNCES TAVERN, 54PEARL STREET,MANHATTAN,10004,FALSE
909,ONASSIS CAFE, 71GREENE STREET,MANHATTAN,10012,FALSE
910,CAFE ANGELIQUE EXPRESS, 575BROADWAY,MANHATTAN,10012,FALSE
911,TREE, 1901 AVENUE,MANHATTAN,10009,FALSE
913,SERENDIPITY 3, 225EAST   60 STREET,MANHATTAN,10022,FALSE
914,JOY LUCK PALACE, 98MOTT ST,MANHATTAN,10013,FALSE
915,KASBAH BBQ & GRILL, 251WEST   85 STREET,MANHATTAN,10024,FALSE
917,MORINI RISTORANTE, 1167MADISON AVENUE,MANHATTAN,10028,FALSE
918,INASE SUSHI RESTAURANT, 15861 AVENUE,MANHATTAN,10028,FALSE
919,PINKBERRY, 15772ND AVE,MANHATTAN,10028,FALSE
920,MANHATTAN COURTYARD, 8663 AVENUE,MANHATTAN,10022,FALSE
921,SIMPLY DIVINE AT THE JCC, 334AMSTERDAM AVENUE,MANHATTAN,10023,FALSE
922,COLUMBUS AVE DELI & CAFE, 556COLUMBUS AVENUE,MANHATTAN,10024,FALSE
923,AMERICA GOURMET FOOD, 8316 AVENUE,MANHATTAN,10001,FALSE
924,TURNTABLE 5060, 235E 4TH ST,MANHATTAN,10009,FALSE
925,GRAMERCY STAR CAFE, 23LEXINGTON AVENUE,MANHATTAN,10010,FALSE
926,QUALITY ITALIAN STEAKHOUSE, 57WEST 57 STREET,MANHATTAN,10019,FALSE
927,ALTA, 64WEST   10 STREET,MANHATTAN,10011,FALSE
928,218 RESTAURANT, 218220GRAND STREET,MANHATTAN,10013,FALSE
930,DEAN & DELUCA, 6208 AVENUE,MANHATTAN,10018,FALSE
931,HILTON GARDEN INN- MANHATTAN- MIDTOWN EAST, 206E 52ND ST,MANHATTAN,10022,FALSE
932,C & B, 178E 7TH ST,MANHATTAN,10009,FALSE
933,NASSAU BAR, 118NASSAU STREET,MANHATTAN,10038,FALSE
935,BARKING DOG LUNCHEONETTE, 16783 AVENUE,MANHATTAN,10128,FALSE
936,SUBWAY, 106GREENWICH STREET,MANHATTAN,10006,FALSE
938,NEW KAM LAI, 708AMSTERDAM AVE,MANHATTAN,10025,FALSE
939,SWEET BUTTONS, 7884RIVINGTON STREET,MANHATTAN,10002,FALSE
940,KOSHER DELUXE, 10WEST   46 STREET,MANHATTAN,10036,FALSE
942,ABA TURKISH RESTAURANT, 325WEST   57 STREET,MANHATTAN,10019,FALSE
943,DAVIDOVICH BAKERY, 759TH AVE,MANHATTAN,10011,FALSE
944,AMSTERDAM TAVERN, 938AMSTERDAM AVENUE,MANHATTAN,10025,FALSE
945,ANASSA TAVERNA, 200E 60TH STREET,MANHATTAN,10022,FALSE
946,KORCHMA TARAS BULBA, 357WEST BROADWAY,MANHATTAN,10013,FALSE
947,PARK CAFE, 8617 AVENUE,MANHATTAN,10019,FALSE
948,IL BUCO ALIMENTARIVINERIA, 53GREAT JONES STREET,MANHATTAN,10012,FALSE
949,HAILE BRISTRO, 182AVENUE B,MANHATTAN,10009,FALSE
950,SBARRO, 159WEST   33 STREET,MANHATTAN,10001,FALSE
951,IL CORTILE RESTAURANT, 123MULBERRY STREET,MANHATTAN,10013,FALSE
952,LE CHEILE, 839WEST  181 STREET,MANHATTAN,10033,FALSE
953,BAYARD BO KY RESTAURANT, 78-80BAYARD ST,MANHATTAN,10013,FALSE
954,CHURRASCARIA PLATAFORMA, 316WEST   49 STREET,MANHATTAN,10019,FALSE
955,CAFE TARANTIN, 302WEST   38 STREET,MANHATTAN,10018,FALSE
956,RED LOBSTER, 5TIMES SQ,MANHATTAN,10036,FALSE
957,SUSHI YASUDA, 204EAST   43 STREET,MANHATTAN,10017,FALSE
958,NEW LAHORI KABAB, 122LEXINGTON AVE,MANHATTAN,10016,FALSE
959,MCDONALD'S, 1021 AVENUE,MANHATTAN,10009,FALSE
960,STARBUCKS, 0GRAND CENTRAL STATION TERMINAL,MANHATTAN,10017,FALSE
961,GRACE CAFE, 5728TH AVE,MANHATTAN,10018,FALSE
963,DUKE'S, 5603 AVENUE,MANHATTAN,10016,FALSE
964,MARKET CAFE, 425LEXINGTON AVENUE,MANHATTAN,10017,FALSE
965,JOE'S GINGER RESTAURANT, 25PELL STREET,MANHATTAN,10013,FALSE
966,SOFIA PIZZA SHOPPE, 9891ST AVE,MANHATTAN,10022,FALSE
967,FEAST ON US, 645HUDSON ST,MANHATTAN,10014,FALSE
968,SOPHIE'S CUBAN CUISINE, 21WEST   45 STREET,MANHATTAN,10036,FALSE
969,RYAN'S DAUGHTER CAFE, 350EAST   85 STREET,MANHATTAN,10028,FALSE
970,THE BISTRO (HBO CAFETERIA), 1100AVENUE OF THE AMERICAS,MANHATTAN,10036,FALSE
971,IGGY'S, 14522 AVENUE,MANHATTAN,10021,FALSE
972,TARTINE, 253WEST   11 STREET,MANHATTAN,10014,FALSE
973,FRESCO 57, 88110 AVENUE,MANHATTAN,10019,FALSE
974,MADISON & VINE, 299MADISON AVENUE,MANHATTAN,10017,FALSE
975,MARRIOTT MARQUIS PASTRY SHOP, 1535BROADWAY,MANHATTAN,10036,FALSE
976,SCALINATELLA RESTAURANT, 201EAST   61 STREET,MANHATTAN,10065,FALSE
977,WALLSE RESTARUANT, 342344WEST 11 STREET,MANHATTAN,10014,FALSE
978,PIPO'S RESTAURANT, 166E 118TH ST,MANHATTAN,10035,FALSE
979,NO. 1 RESTAURANT, 10S WILLIAM ST,MANHATTAN,10004,FALSE
980,PAIN D'EPICES, 104WEST   70 STREET,MANHATTAN,10023,FALSE
981,PUNTO DE SABOR, 1464ST NICHOLAS AVENUE,MANHATTAN,10033,FALSE
982,LILLIE'S, 249WEST   49 STREET,MANHATTAN,10019,FALSE
983,ORENS DAILY ROAST COFFEES & TEAS, 1144Lexington Ave,MANHATTAN,10075,FALSE
984,JACK'S WIFE FREDA, 224LAFAYETTE STREET,MANHATTAN,10012,FALSE
985,BAGEL WORKS, 1229FIRST AVENUE,MANHATTAN,10065,FALSE
986,CAROL'S BUN, 139EAST BROADWAY,MANHATTAN,10002,FALSE
987,BENTO SUSHI & NOODLES, 6853RD AVE,MANHATTAN,10017,FALSE
988,POKEWORKS, 63W 37TH ST,MANHATTAN,10018,FALSE
989,RICK'S CABARET, 50WEST   33 STREET,MANHATTAN,10001,FALSE
990,A-1 PIZZA SHOP, 505GRAND STREET,MANHATTAN,10002,FALSE
991,MACCHIATO ESPRESSO BAR, 141EAST   44 STREET,MANHATTAN,10017,FALSE
992,MIANSAI, 33CROSBY ST,MANHATTAN,10013,FALSE
993,NOGLU NEW YORK, 1266MADISON AVE,MANHATTAN,10128,FALSE
994,CAFE TOMATO, 142FULTON STREET,MANHATTAN,10038,FALSE
995,WAFELS & DINGES, 102W 35TH ST,MANHATTAN,10001,FALSE
996,NORTHERN TIGER, 225LIBERTY ST,MANHATTAN,10281,FALSE
997,STRIP HOUSE, 15WEST   44 STREET,MANHATTAN,10036,FALSE
998,OUSIA, 629W 57TH ST,MANHATTAN,10019,FALSE
1000,CHATIME, 858LEXINGTON AVENUE,MANHATTAN,10065,FALSE
1001,NUSBAUM & WU, 2897BROADWAY,MANHATTAN,10025,FALSE
1002,GABRIELA'S RESTAURANTE, 688COLUMBUS AVENUE,MANHATTAN,10025,FALSE
1003,BRASSERIE RUHLMANN, 45ROCKEFELLER PLAZA,MANHATTAN,10111,FALSE
1004,OVERLOOK, 225EAST   44 STREET,MANHATTAN,10017,FALSE
1005,JOHNNY'S BAR, 90GREENWICH AVENUE,MANHATTAN,10011,FALSE
1006,AMY'S BREAD, 250BLEECKER STREET,MANHATTAN,10014,FALSE
1008,LE MOULIN A CAFE, 1439YORK AVENUE,MANHATTAN,10075,FALSE
1009,SPRINKLES CUPCAKES, 200VESEY ST,MANHATTAN,10281,FALSE
1010,LA PRECIOSA CHINA RESTAURANT, 163EAST  116 STREET,MANHATTAN,10029,FALSE
1011,THE FACULTY HOUSE, 64MORNINGSIDE DRIVE,MANHATTAN,10027,FALSE
1012,ELIM DELI CAFE, 851LEXINGTON AVENUE,MANHATTAN,10065,FALSE
1013,VILLA BERULIA, 107EAST   34 STREET,MANHATTAN,10016,FALSE
1014,AURORA SOHO, 510BROOME STREET,MANHATTAN,10013,FALSE
1015,ETHOS AUTHENTIC GREEK CUISIN, 4473RD AVE,MANHATTAN,10016,FALSE
1016,BREAD & BUTTER, 419PARK AVE S,MANHATTAN,10016,FALSE
1017,MEDITERRANEO, 12602 AVENUE,MANHATTAN,10065,FALSE
1018,VILLAGE PIZZA, 658 AVENUE,MANHATTAN,10014,FALSE
1020,A SALT & BATTERY, 112GREENWICH AVENUE,MANHATTAN,10011,FALSE
1021,SOMM TIME A WINE BAR, 9592ND AVE,MANHATTAN,10022,FALSE
1022,FRANCISCO'S CENTRO VASCO, 159WEST   23 STREET,MANHATTAN,10011,FALSE
1023,SIMPSON THACHER AND BARTLET CAFE, 425LEXINGTON AVENUE,MANHATTAN,10017,FALSE
1024,FREDDY'S SOUL CARIBBEAN RESTAURANT CORP, 1980ADAM CLAYTON POWELL JR BLVD,MANHATTAN,10026,FALSE
1025,CAFE BUON GUSTO, 236EAST   77 STREET,MANHATTAN,10075,FALSE
1026,BISTRO CHAT NOIR, 22EAST   66 STREET,MANHATTAN,10065,FALSE
1027,DA CLAUDIO, 21ANN ST,MANHATTAN,10038,FALSE
1028,BENTON CAFE, 123WILLIAM ST,MANHATTAN,10038,FALSE
1029,DYCKMAN BAKERY, 176DYCKMAN ST,MANHATTAN,10040,FALSE
1030,BXL EAST, 210EAST 51 STREET,MANHATTAN,10022,FALSE
1031,UMI SUSHI JAPANESE CUISINE, 118EAST   31 STREET,MANHATTAN,10016,FALSE
1032,HESTIA MARKETPLACE, 513FASHION AVE,MANHATTAN,10018,FALSE
1033,THE RICKEY COCKTAIL LOUNGE, 210W 55TH ST,MANHATTAN,10019,FALSE
1034,PICK A BAGEL, 311SOUTH END AVENUE,MANHATTAN,10280,FALSE
1035,ROCK BAR, 185CHRISTOPHER STREET,MANHATTAN,10014,FALSE
1036,GNOCCO, 337EAST   10 STREET,MANHATTAN,10009,FALSE
1037,BOTTINO, 24810 AVENUE,MANHATTAN,10001,FALSE
1038,FOLEY'S N.Y. PUB AND RESTAURANT, 18WEST   33 STREET,MANHATTAN,10001,FALSE
1039,NEW HONG KONG KITCHEN, 1907LEXINGTON AVE,MANHATTAN,10035,FALSE
1040,MERCURY BAR, 6599 AVENUE,MANHATTAN,10036,FALSE
1041,MACCHIATO ESPRESSO BAR, 565FIFTH AVENUE,MANHATTAN,10017,FALSE
1042,Eat Morris, 145BROOKLYN AVE,BROOKLYN,11213,FALSE
1044,DUNKIN' DONUTS, 110EAST   14 STREET,MANHATTAN,10003,FALSE
1045,LE GIGOT, 18CORNELIA ST,MANHATTAN,10014,FALSE
1046,SUBWAY, 2085LEXINGTON AVE,MANHATTAN,10035,FALSE
1047,DELMONICO'S KITCHEN, 207WEST   36 STREET,MANHATTAN,10018,FALSE
1048,CHIPOTLE MEXICAN GRILL, 464PARK AVENUE SOUTH,MANHATTAN,10016,FALSE
1049,SPICE SAIGON, 12371ST AVE,MANHATTAN,10065,FALSE
1050,HARLEM FOOD COURT, 66W 116TH ST,MANHATTAN,10026,FALSE
1051,BITE, 211EAST   14 STREET,MANHATTAN,10003,FALSE
1052,FLINDERS LANE, 162AVENUE A,MANHATTAN,10009,FALSE
1053,FRANCESCO PIZZERIA, 186COLUMBUS AVENUE,MANHATTAN,10023,FALSE
1054,LA RUBIA RESTAURANT, 3517BROADWAY,MANHATTAN,10031,FALSE
1055,FOOD WORLD, 20EAST   46 STREET,MANHATTAN,10017,FALSE
1056,CITY CAFE, 35WEST   43 STREET,MANHATTAN,10036,FALSE
1057,VIVA, 65SHERMAN AVENUE,MANHATTAN,10040,FALSE
1058,GIUSEPPES PIZZA, 341LEXINGTON AVENUE,MANHATTAN,10016,FALSE
1059,THE BOILER ROOM, 86EAST    4 STREET,MANHATTAN,10003,FALSE
1060,REMEDY DINER, 245EAST HOUSTON STREET,MANHATTAN,10002,FALSE
1061,FERRARA'S, 195GRAND STREET,MANHATTAN,10013,FALSE
1062,BARCLAY STREET CAFE, 245GREENWICH ST,MANHATTAN,10007,FALSE
1064,HOLEY CREAM, 7969 AVENUE,MANHATTAN,10019,FALSE
1065,TACORIA MEZA, 957 AVENUE SOUTH,MANHATTAN,10014,FALSE
1066,ECUATORIANA RESTAURANT, 16851687AMSTERDAM AVENUE,MANHATTAN,10031,FALSE
1067,BEN & JACKS STEAKHOUSE, 2555 AVENUE,MANHATTAN,10016,FALSE
1068,O'DONOGHUE'S, 156WEST   44 STREET,MANHATTAN,10036,FALSE
1069,ROCKWELL'S, 105BROAD ST,MANHATTAN,10004,FALSE
1070,METROPOLITAN MUSEUM ROOF TOP GARDEN CAFE, 10005 AVENUE,MANHATTAN,10028,FALSE
1071,RAJ MAHAL INDIAN RESTAURANT, 322EAST    6 STREET,MANHATTAN,10003,FALSE
1072,CHECKERS, 77CHAMBERS ST,MANHATTAN,10007,FALSE
1074,MAPO TOFU, 338LEXINGTON AVENUE,MANHATTAN,10016,FALSE
1075,BARBUTO, 775WASHINGTON STREET,MANHATTAN,10014,FALSE
1076,FIDDLESTICKS, 5456GREENWICH AVENUE,MANHATTAN,10011,FALSE
1077,CAFE MANNA, 20EAST   16 STREET,MANHATTAN,10003,FALSE
1078,COURT STREET GROCER'S LAGUARDIA PLACE, 540LAGUARDIA PL,MANHATTAN,10012,FALSE
1079,TAPPO, 49WEST   24 STREET,MANHATTAN,10010,FALSE
1080,KENNEDY'S CHICKEN & GRILL, 1550SAINT NICHOLAS AVE,MANHATTAN,10040,FALSE
1081,REIF'S TAVERN, 302EAST   92 STREET,MANHATTAN,10128,FALSE
1082,ASIAN 59, 207E 59TH ST,MANHATTAN,10022,FALSE
1083,GLUTEEN FREE AT THE GARDEN, 4PENN PLZ,MANHATTAN,10121,FALSE
1086,"DESSERT CLUB, CHIKALICIOUS", 204EAST   10 STREET,MANHATTAN,10003,FALSE
1087,EATS, 1055LEXINGTON AVENUE,MANHATTAN,10021,FALSE
1088,TAPAS BITES, 23371ST AVE,MANHATTAN,10035,FALSE
1090,SABOR A MEXICO TAQUERIA, 1601 AVENUE,MANHATTAN,10009,FALSE
1091,ELITE FOOD BAR, 325EAST   48 STREET,MANHATTAN,10017,FALSE
1092,SERGIMMO SALUMERIA, 4569 AVENUE,MANHATTAN,10018,FALSE
1093,FAMOUS FAMIGLIA PIZZERIA, 4888 AVENUE,MANHATTAN,10001,FALSE
1094,MI PASO CENTRO AMERICANO RESTAURANT, 4129BROADWAY,MANHATTAN,10033,FALSE
1095,SWEET CHEF SOUTHERN STYLES BAKERY, 122HAMILTON PLACE,MANHATTAN,10031,FALSE
1096,THE SPOT KARAOKE LOUNGE, 34WEST   32 STREET,MANHATTAN,10001,FALSE
1097,BLACK DOOR, 127WEST   26 STREET,MANHATTAN,10001,FALSE
1098,MARK FORGIONE, 134READE STREET,MANHATTAN,10013,FALSE
1100,TROPICAL GRILL RESTAURANT, 19177 AVENUE,MANHATTAN,10026,FALSE
1101,SARAVANA BHAVAN, 413AMSTERDAM AVENUE,MANHATTAN,10024,FALSE
1102,TOCQUEVILLE RESTAURANT, 3EAST   15 STREET,MANHATTAN,10003,FALSE
1103,SALVATION TACO, 145EAST   39 STREET,MANHATTAN,10016,FALSE
1104,SAKA GURA, 211EAST   43 STREET,MANHATTAN,10017,FALSE
1105,CULTURE ESPRESSO, 72WEST   38 STREET,MANHATTAN,10018,FALSE
1106,STARBUCKS COFFEE, 2195FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10026,FALSE
1107,BOXERS NYC, 37WEST   20 STREET,MANHATTAN,10011,FALSE
1108,MESON SEVILLA RESTAURANT, 344WEST   46 STREET,MANHATTAN,10036,FALSE
1110,DUNKIN' DONUTS, 210WEST   50 STREET,MANHATTAN,10019,FALSE
1111,CLIFFORD CHANCE CAFETERIA, 31WEST   52 STREET,MANHATTAN,10019,FALSE
1112,YAKINIKU WEST RESTAURANT, 218EAST    9 STREET,MANHATTAN,10003,FALSE
1113,AMY RUTH'S RESTAURANT, 113WEST  116 STREET,MANHATTAN,10026,FALSE
1114,WCOU RADIO / TILE BAR, 1151 AVENUE,MANHATTAN,10003,FALSE
1115,MEATBALL OBSESSION, 510AVENUE OF THE AMERICAS,MANHATTAN,10011,FALSE
1116,MOJITO'S, 227EAST  116 STREET,MANHATTAN,10029,FALSE
1117,CUCINA AND CO., 6005 AVENUE,MANHATTAN,10020,FALSE
1119,GIGI CAFE, 2067BROADWAY,MANHATTAN,10023,FALSE
1120,YU SUSHI, 827WEST  181 STREET,MANHATTAN,10033,FALSE
1121,WATERMARK BAR, 78SOUTH STREET,MANHATTAN,10038,FALSE
1122,BROTHERS FISH MARKET, 3845BROADWAY,MANHATTAN,10032,FALSE
1123,JOE'S SHANGHAI RESTAURANT, 9PELL STREET,MANHATTAN,10013,FALSE
1124,SOHO GRAND HOTEL, 310WEST BROADWAY,MANHATTAN,10013,FALSE
1125,Da Gennaro, 129MULBERRY STREET,MANHATTAN,10013,FALSE
1126,LOCKSMITH WINE & BURGER BAR, 4463BROADWAY,MANHATTAN,10040,FALSE
1127,ISTANBUL KEBAB HOUSE, 7129TH AVE,MANHATTAN,10019,FALSE
1128,NINO TUSCANY, 117WEST   58 STREET,MANHATTAN,10019,FALSE
1129,THE JUNCTION, 329LEXINGTON AVENUE,MANHATTAN,10016,FALSE
1130,FINE BAKERY CITY INC, 303GRAND ST,MANHATTAN,10002,FALSE
1131,GOSSIPS, 7339 AVENUE,MANHATTAN,10019,FALSE
1132,JG MELON RESTAURANT, 12913 AVENUE,MANHATTAN,10021,FALSE
1133,ALMOND, 12EAST   22 STREET,MANHATTAN,10010,FALSE
1134,NO MALICE PALACE, 197EAST    3 STREET,MANHATTAN,10009,FALSE
1136,RED MOON, 132W 45TH ST,MANHATTAN,10036,FALSE
1137,BLOSSOM, 1879 AVENUE,MANHATTAN,10011,FALSE
1138,CHENNAI GARDEN, 127EAST   28 STREET,MANHATTAN,10016,FALSE
1139,GNOCCHERIA BY LUZZO'S, 234E 4TH ST,MANHATTAN,10009,FALSE
1140,BUBBY'S HIGHLINE, 71GANSEVOORT ST,MANHATTAN,10014,FALSE
1141,NEW TOPAZ, 127W 56TH ST,MANHATTAN,10019,FALSE
1142,FRESCO TORTILLAS, 85810 AVENUE,MANHATTAN,10019,FALSE
1143,AQUAVIT, 65EAST   55 STREET,MANHATTAN,10022,FALSE
1144,LA VIE EN SZECHUAN RESTAURANT, 14EAST   33 STREET,MANHATTAN,10016,FALSE
1145,DUNKIN' DONUTS, 6EAST   46 STREET,MANHATTAN,10017,FALSE
1148,PARMA RESTAURANT, 14043 AVENUE,MANHATTAN,10075,FALSE
1149,ELI'S ESSENTIALS, 13903RD AVE,MANHATTAN,10075,FALSE
1151,PIO PIO, 60410 AVENUE,MANHATTAN,10036,FALSE
1152,PLAZA DELI, 127JOHN STREET,MANHATTAN,10038,FALSE
1153,MATCH 65, 29EAST   65 STREET,MANHATTAN,10065,FALSE
1154,THE KIOSK, 7680EAST  116 STREET,MANHATTAN,10029,FALSE
1155,KOBEYAKI, 215E 86TH ST,MANHATTAN,10028,FALSE
1156,HAYATY, 103AVENUE A,MANHATTAN,10009,FALSE
1157,VERO, 14832ND AVE,MANHATTAN,10075,FALSE
1159,E.J LUNCHEONETTE, 1271THIRD AVENUE,MANHATTAN,10021,FALSE
1160,THE DEAD POET, 450AMSTERDAM AVE,MANHATTAN,10024,FALSE
1161,LIBRETTO'S PIZZERIA, 5463 AVENUE,MANHATTAN,10016,FALSE
1163,LITTLE OCHIE JAMAICAN CUISINE, 24927 AVENUE,MANHATTAN,10030,FALSE
1164,PATRON MEXICAN GRILL, 6089 AVENUE,MANHATTAN,10036,FALSE
1165,RESIDENCE INN WORLD TRADE CENTER, 170BROADWAY,MANHATTAN,10038,FALSE
1166,LEX RESTAURANT, 1370LEXINGTON AVENUE,MANHATTAN,10128,FALSE
1167,SERAFINA GRILL, 33EAST 61 ST STREET,MANHATTAN,10065,FALSE
1168,SHUBERT THEATER, 225WEST 44 STREET,MANHATTAN,10036,FALSE
1169,CAFE ARTE, 20PINE ST,MANHATTAN,10005,FALSE
1170,FIVE TACOS, 119SAINT MARKS PLACE,MANHATTAN,10009,FALSE
1171,CHIPOTLE MEXICAN GRILL, 269AMSTERDAM AVENUE,MANHATTAN,10023,FALSE
1172,CHIRPING CHICKEN, 72GRAND CENTRAL TERMINAL,MANHATTAN,10017,FALSE
1173,LA RIPAILLE RESTAURANT, 605HUDSON STREET,MANHATTAN,10014,FALSE
1175,PAX, 80WEST   40 STREET,MANHATTAN,10018,FALSE
1176,MY PIE, 696LEXINGTON AVENUE,MANHATTAN,10022,FALSE
1177,CLAUDETTE, 245TH AVE,MANHATTAN,10011,FALSE
1178,NAYA EXPRESS, 6863 AVENUE,MANHATTAN,10017,FALSE
1179,TICK TOCK DINER, 4818 AVENUE,MANHATTAN,10001,FALSE
1180,DOMINO'S, 736WEST  181 STREET,MANHATTAN,10033,FALSE
1181,CHA PA'S VIETNAMESE EATERY, 314WEST   52 STREET,MANHATTAN,10019,FALSE
1182,THAI SLIDERS, 1508TH AVE,MANHATTAN,10011,FALSE
1183,SEABIRD, 3616TH AVE,MANHATTAN,10014,FALSE
1184,WU LIANG YE RESTAURANT, 36WEST   48 STREET,MANHATTAN,10036,FALSE
1185,FREEMANS (FREEMANS ALLEY), 191CHRYSTIE STREET,MANHATTAN,10002,FALSE
1186,LENWICH, 459PARK AVE S,MANHATTAN,10016,FALSE
1187,SUBWAY, 12691 AVENUE,MANHATTAN,10065,FALSE
1188,BLOCKHEAD'S BURRITOS, 4993 AVENUE,MANHATTAN,10016,FALSE
1189,1 DARBAR, 152EAST   46 STREET,MANHATTAN,10017,FALSE
1190,FRAICHE MAXX, 213PARK AVE S,MANHATTAN,10003,FALSE
1191,THE LOEB BOATHOUSE CENTRAL PARK, 0E 72ST CENTRAL PK DRIVE NORTH,MANHATTAN,10022,FALSE
1192,LA LANTERNA DI VITTORIO, 129MACDOUGAL STREET,MANHATTAN,10012,FALSE
1193,FOOD KING CHINESE RESTAURANT, 56MARKET STREET,MANHATTAN,10002,FALSE
1195,BUCEO 95, 201WEST   95 STREET,MANHATTAN,10025,FALSE
1196,VIETNAAM, 17002ND AVE,MANHATTAN,10128,FALSE
1197,FORTY CARROTS, 10003 AVENUE,MANHATTAN,10022,FALSE
1198,EL CASTILLO DE JAGUA REST, 113RIVINGTON STREET,MANHATTAN,10002,FALSE
1199,HANE SUSHI, 3461ST AVENUE,MANHATTAN,10009,FALSE
1200,NEW TACO EXPRESS, 130EAST 28 STREET,MANHATTAN,10016,FALSE
1201,EL PASO TAQUERIA, 64EAST   97 STREET,MANHATTAN,10029,FALSE
1203,KISMAT INDIAN CUISINE, 603FORT WASHINGTON AVENUE,MANHATTAN,10040,FALSE
1204,NAYA EXPRESS, 54W 56TH ST,MANHATTAN,10019,FALSE
1205,BIBBLE AND SIP, 253W 51ST ST,MANHATTAN,10019,FALSE
1206,SLAUGHTERED LAMB PUB, 182W 4TH ST,MANHATTAN,10014,FALSE
1207,MERILU PIZZA AL METRO, 7919TH AVE,MANHATTAN,10019,FALSE
1208,44TH STREET MINAR, 160EAST   44 STREET,MANHATTAN,10017,FALSE
1209,PARK AVENUE WINTER, 360PARK AVENUE SOUTH,MANHATTAN,10010,FALSE
1210,WHITE & CASE, 11556 AVENUE,MANHATTAN,10036,FALSE
1211,MAGNOLIA BAKERY, 200COLUMBUS AVENUE,MANHATTAN,10023,FALSE
1212,CAPIZZI, 5479 AVENUE,MANHATTAN,10018,FALSE
1214,LA CARAFE, 6539 AVENUE,MANHATTAN,10036,FALSE
1216,LA MINITA RESTAURANT, 385510 AVENUE,MANHATTAN,10034,FALSE
1217,GREAT WALL, 5363RD AVE,MANHATTAN,10016,FALSE
1218,TRIBECA GRILL, 375GREENWICH STREET,MANHATTAN,10013,FALSE
1219,HARRY'S CAFE/HARRY'S STEAK, 1HANOVER SQUARE,MANHATTAN,10004,FALSE
1220,RED POKE, 6009TH AVE,MANHATTAN,10036,FALSE
1221,VILLA MOSCONI RESTAURANT, 69MACDOUGAL STREET,MANHATTAN,10012,FALSE
1222,BISTECCA FIORENTINA STEAK, 317WEST 46 STREET,MANHATTAN,10036,FALSE
1223,THE BEST PIZZA, 7489 AVENUE,MANHATTAN,10019,FALSE
1224,CHEVYS FRESH MEX, 243WEST   42 STREET,MANHATTAN,10036,FALSE
1225,ISLAND, 1305MADISON AVENUE,MANHATTAN,10128,FALSE
1226,FALUCKA, 162BLEECKER STREET,MANHATTAN,10012,FALSE
1227,GREENWICH PROJECT, 47WEST    8 STREET,MANHATTAN,10011,FALSE
1228,THE KATI ROLL COMPANY, 49WEST   39 STREET,MANHATTAN,10018,FALSE
1229,EARL OF SANDWICH, 1290AVENUE OF THE AMERICAS,MANHATTAN,10104,FALSE
1230,SKY ROOM, 330WEST   40 STREET,MANHATTAN,10018,FALSE
1231,FOOD IN MOTION, 214SULLIVAN STREET,MANHATTAN,10012,FALSE
1232,PANDA BANJUM, 2W 32ND ST,MANHATTAN,10001,FALSE
1233,GRAND SICHUAN, 157 AVENUE SOUTH,MANHATTAN,10014,FALSE
1236,MAMBI STEAK HOUSE, 4181BROADWAY,MANHATTAN,10033,FALSE
1237,RELISH CONCESSIONS & EVENT CATERING, 0INSIDE CENTRAL PARK,MANHATTAN,10065,FALSE
1238,SUSHI SEN-NIN, 30EAST   33 STREET,MANHATTAN,10016,FALSE
1239,AMOUN, 406EAST   73 STREET,MANHATTAN,10021,FALSE
1240,SPUNTO, 65CARMINE STREET,MANHATTAN,10014,FALSE
1242,SWEET & VICIOUS, 5SPRING STREET,MANHATTAN,10012,FALSE
1243,BUFFALO WILD WINGS, 253W 47TH ST,MANHATTAN,10036,FALSE
1245,NY HOT JUMBO BAGELS, 10702 AVENUE,MANHATTAN,10022,FALSE
1246,59 CHINA, 59NASSAU ST,MANHATTAN,10038,FALSE
1247,THREE STAR DINER, 14621 AVENUE,MANHATTAN,10075,FALSE
